Name,Position,OverallRating
Antoine Wright,SF,65
Antonio Daniels,SF,70
Antonio McDyess,SF,70
Arron Afflalo,SF,68
Ben Wallace,SF,69
Billy Thomas,SF,71
Bobby Jackson,SF,69
Bonzi Wells,SF,68
Boris Diaw,SF,71
Brandon Bass,SF,70
Brendan Haywood,SF,70
Brent Barry,SF,70
Brian Skinner,SF,68
Bruce Bowen,SF,68
CJ Miles,SF,68
Carl Landry,SF,69
Carlos Arroyo,SF,70
Carlos Boozer,SF,70
Carlos Delfino,SF,70
Carmelo Anthony,SF,70
Caron Butler,SF,70
Chauncey Billups,SF,71
Chris Bosh,SF,71
Chris Mihm,SF,65
Chris Paul,SF,73
Chuck Hayes,SF,69
Chucky Atkins,SF,66
Coby Karl,SF,72
DJ Mbenga,SF,69
DJ Strawberry,SF,66
Damon Jones,SF,67
Damon Stoudamire,SF,70
Daniel Gibson,SF,70
Darius Songaila,SF,70
David West,SF,70
DeShawn Stevenson,SF,70
Delonte West,SF,70
Derek Fisher,SF,69
Deron Williams,SF,72
Devean George,SF,69
Devin Brown,SF,70
Dikembe Mutombo,SF,69
Dirk Nowitzki,SF,71
Dominic McGuire,SF,69
Dwayne Jones,SF,68
Dwight Howard,SF,70
Eddie House,SF,69
Eddie Jones,SF,69
Eduardo Najera,SF,69
Eric Piatkowski,SF,65
Erick Dampier,SF,68
Fabricio Oberto,SF,69
Gilbert Arenas,SF,70
Glen Davis,SF,69
Gordan Giricek,SF,68
Grant Hill,SF,69
Hedo Turkoglu,SF,71
Hilton Armstrong,SF,69
Ime Udoka,SF,70
Ira Newble,SF,64
J.J. Barea,SF,79
JJ Redick,SF,65
JR Smith,SF,70
Jacque Vaughn,SF,68
Jamario Moon,SF,69
Jameer Nelson,SF,71
James Augustine,SF,72
James Posey,SF,70
Jannero Pargo,SF,70
Jarron Collins,SF,66
Jarvis Hayes,SF,69
Jason Hart,SF,68
Jason Kapono,SF,70
Jason Kidd,SF,71
Jason Maxiell,SF,69
Jason Smith,SF,69
Jason Terry,SF,71
Jeremy Richardson,SF,67
Jerry Stackhouse,SF,69
Joe Johnson,SF,71
Joe Smith,SF,69
Joey Graham,SF,65
Jordan Farmar,SF,69
Jose Calderon,SF,73
Josh Childress,SF,69
Josh Howard,SF,69
Josh Smith,SF,71
Juan Dixon,SF,64
Julian Wright,SF,69
Juwan Howard,SF,67
Keith Bogans,SF,69
Kendrick Perkins,SF,69
Kenyon Martin,SF,69
Kevin Garnett,SF,71
Kevin Ollie,SF,70
Keyon Dooling,SF,69
Kobe Bryant,SF,72
Kris Humphries,SF,64
Kurt Thomas,SF,69
Kyle Korver,SF,69
Lamar Odom,SF,70
LeBron James,SF,73
Leandro Barbosa,SF,69
Leon Powe,SF,69
Linas Kleiza,SF,69
Lindsey Hunter,SF,69
Loren Woods,SF,75
Lou Amundson,SF,70
Lou Williams,SF,70
Luis Scola,SF,69
Luke Walton,SF,70
Luther Head,SF,67
Maceo Baston,SF,67
Malik Allen,SF,64
Manu Ginobili,SF,71
Marcin Gortat,SF,70
Marcus Camby,SF,69
Mario West,SF,67
Marvin Williams,SF,69
Matt Bonner,SF,74
Matt Harpring,SF,69
Maurice Evans,SF,69
Mehmet Okur,SF,70
Melvin Ely,SF,68
Michael Finley,SF,68
Mike Bibby,SF,69
Mike Harris,SF,68
Mike James,SF,69
Morris Peterson,SF,69
Nene,SF,70
Nick Young,SF,68
Oleksiy Pecherov,SF,68
P.J. Brown,SF,69
Pat Garrity,SF,67
Pau Gasol,SF,70
Paul Millsap,SF,69
Paul Pierce,SF,71
Peja Stojakovic,SF,69
Rafer Alston,SF,71
Raja Bell,SF,70
Rajon Rondo,SF,71
Rashard Lewis,SF,70
Rasheed Wallace,SF,69
Rasho Nesterovic,SF,69
Ray Allen,SF,70
Reggie Evans,SF,69
Richard Hamilton,SF,71
Robert Horry,SF,68
Rodney Carney,SF,69
Rodney Stuckey,SF,70
Roger Mason Jr.,SF,69
Ronnie Brewer,SF,69
Ronnie Price,SF,71
Ronny Turiaf,SF,68
Ryan Bowen,SF,68
Salim Stoudamire,SF,69
Sam Cassell,SF,69
Samuel Dalembert,SF,69
Sasha Pavlovic,SF,68
Sasha Vujacic,SF,69
Sean Marks,SF,64
Shane Battier,SF,68
Shaquille O'Neal,SF,70
Shavlik Randolph,SF,69
Solomon Jones,SF,67
Steve Nash,SF,71
Steve Novak,SF,70
Steven Hunter,SF,66
T.J. Ford,SF,72
Tayshaun Prince,SF,70
Thaddeus Young,SF,69
Theo Ratliff,SF,68
Tim Duncan,SF,71
Tony Allen,SF,69
Tony Parker,SF,72
Tracy McGrady,SF,72
Trevor Ariza,SF,69
Tyronn Lue,SF,70
Tyson Chandler,SF,69
Vladimir Radmanovic,SF,69
Wally Szczerbiak,SF,69
Walter Herrmann,SF,67
Willie Green,SF,69
Yakhouba Diawara,SF,68
Zaza Pachulia,SF,68
Zydrunas Ilgauskas,SF,70
Aaron Brooks,SF,70
Aaron Gray,SF,65
Acie Law,SF,71
Adonal Foyle,SF,66
Al Horford,SF,69
Amir Johnson,SF,70
Anderson Varejao,SF,69
Andre Iguodala,SF,71
Andre Miller,SF,71
Andrei Kirilenko,SF,69
Andrew Bynum,SF,69
Anthony Carter,SF,69
Anthony Johnson,SF,70
Anthony Roberson,SF,73
Antoine Wright,SF,69
Antonio Daniels,SF,69
Antonio McDyess,SF,69
Arron Afflalo,SF,68
Ben Gordon,SF,70
Ben Wallace,SF,68
Brad Miller,SF,70
Brandon Bass,SF,70
Brandon Roy,SF,71
Brent Barry,SF,70
Brevin Knight,SF,68
Brian Cook,SF,70
Brian Scalabrine,SF,69
Bruce Bowen,SF,69
CJ Miles,SF,68
Carl Landry,SF,69
Carlos Boozer,SF,71
Carmelo Anthony,SF,71
Channing Frye,SF,68
Chauncey Billups,SF,72
Chris Andersen,SF,70
Chris Paul,SF,73
Chris Quinn,SF,72
Chuck Hayes,SF,68
Courtney Lee,SF,69
DJ Mbenga,SF,67
Daequan Cook,SF,68
Dahntay Jones,SF,69
Daniel Gibson,SF,68
Darnell Jackson,SF,67
David West,SF,70
Delonte West,SF,70
Derek Fisher,SF,69
Deron Williams,SF,72
Derrick Rose,SF,71
Devin Brown,SF,68
Dikembe Mutombo,SF,66
Dirk Nowitzki,SF,71
Donyell Marshall,SF,68
Dorell Wright,SF,64
Drew Gooden,SF,69
Dwight Howard,SF,71
Dwyane Wade,SF,72
Eddie House,SF,70
Erick Dampier,SF,69
Fabricio Oberto,SF,71
Flip Murray,SF,70
Gabe Pruitt,SF,68
George Hill,SF,68
Gerald Green,SF,68
Glen Davis,SF,69
Greg Oden,SF,69
Hedo Turkoglu,SF,70
Henry Walker,SF,67
Hilton Armstrong,SF,68
Ime Udoka,SF,68
J.J. Barea,SF,70
JJ Redick,SF,69
JR Smith,SF,70
Jacque Vaughn,SF,71
Jamaal Magloire,SF,67
Jamario Moon,SF,71
Jameer Nelson,SF,69
James Jones,SF,69
James Posey,SF,70
James Singleton,SF,68
James White,SF,68
Jarron Collins,SF,69
Jason Hart,SF,72
Jason Kidd,SF,71
Jason Maxiell,SF,69
Jason Terry,SF,69
Jeremy Richardson,SF,66
Jermaine O'Neal,SF,70
Jerryd Bayless,SF,69
Joakim Noah,SF,70
Joe Johnson,SF,70
Joe Smith,SF,69
Joel Anthony,SF,70
Joel Przybilla,SF,69
Johan Petro,SF,69
John Salmons,SF,69
Jordan Farmar,SF,70
Josh Howard,SF,70
Josh Powell,SF,70
Josh Smith,SF,70
Julian Wright,SF,69
Kendrick Perkins,SF,70
Kenyon Martin,SF,69
Kirk Hinrich,SF,70
Kobe Bryant,SF,72
Kurt Thomas,SF,69
Kwame Brown,SF,68
Kyle Korver,SF,69
Kyle Lowry,SF,70
LaMarcus Aldridge,SF,70
Lamar Odom,SF,70
LeBron James,SF,74
Leon Powe,SF,69
Linas Kleiza,SF,70
Lindsey Hunter,SF,71
Linton Johnson,SF,71
Lou Williams,SF,70
Luis Scola,SF,70
Luke Walton,SF,70
Marcin Gortat,SF,69
Mario Chalmers,SF,70
Mario West,SF,67
Marreese Speights,SF,68
Marvin Williams,SF,69
Matt Bonner,SF,67
Matt Carroll,SF,68
Matt Harpring,SF,70
Maurice Evans,SF,68
Mehmet Okur,SF,68
Metta World Peace,SF,70
Michael Beasley,SF,70
Michael Finley,SF,69
Michael Ruffin,SF,69
Mickael Pietrus,SF,69
Mike Bibby,SF,71
Mikki Moore,SF,69
Mo Williams,SF,70
Morris Peterson,SF,69
Nene,SF,70
Nicolas Batum,SF,69
Othello Hunter,SF,70
Pau Gasol,SF,70
Paul Millsap,SF,69
Paul Pierce,SF,70
Peja Stojakovic,SF,68
Rafer Alston,SF,70
Rajon Rondo,SF,72
Randolph Morris,SF,65
Rashard Lewis,SF,70
Rasheed Wallace,SF,68
Rasual Butler,SF,69
Ray Allen,SF,69
Reggie Evans,SF,68
Renaldo Balkman,SF,68
Richard Hamilton,SF,70
Rodney Stuckey,SF,71
Roger Mason Jr.,SF,69
Ronnie Brewer,SF,69
Ronnie Price,SF,72
Royal Ivey,SF,67
Rudy Fernandez,SF,69
Ryan Bowen,SF,65
Ryan Hollins,SF,69
Samuel Dalembert,SF,70
Sasha Pavlovic,SF,69
Sasha Vujacic,SF,68
Sean Marks,SF,68
Sergio Rodriguez,SF,70
Shane Battier,SF,69
Shannon Brown,SF,69
Solomon Jones,SF,69
Speedy Claxton,SF,64
Stephon Marbury,SF,70
Steve Blake,SF,71
Tarence Kinsey,SF,68
Tayshaun Prince,SF,67
Thaddeus Young,SF,69
Theo Ratliff,SF,70
Thomas Gardner,SF,71
Tim Duncan,SF,71
Tim Thomas,SF,69
Tony Allen,SF,69
Tony Battie,SF,68
Tony Parker,SF,73
Travis Outlaw,SF,68
Trevor Ariza,SF,70
Tyronn Lue,SF,72
Tyrus Thomas,SF,69
Tyson Chandler,SF,69
Udonis Haslem,SF,69
Von Wafer,SF,70
Wally Szczerbiak,SF,69
Walter Herrmann,SF,69
Will Bynum,SF,71
Willie Green,SF,68
Yakhouba Diawara,SF,67
Yao Ming,SF,70
Zaza Pachulia,SF,69
Zydrunas Ilgauskas,SF,69
Adam Morrison,SF,71
Al Horford,SF,70
Amar'e Stoudemire,SF,70
Anderson Varejao,SF,69
Andre Miller,SF,71
Andrei Kirilenko,SF,68
Andrew Bynum,SF,69
Antawn Jamison,SF,70
Anthony Carter,SF,69
Anthony Johnson,SF,71
Anthony Parker,SF,69
Antonio McDyess,SF,69
Arron Afflalo,SF,70
Boris Diaw,SF,70
Brad Miller,SF,69
Brandon Bass,SF,70
Brandon Jennings,SF,70
Brandon Roy,SF,69
Brendan Haywood,SF,69
Brian Scalabrine,SF,64
Byron Mullens,SF,67
CJ Miles,SF,70
Carlos Arroyo,SF,69
Carlos Boozer,SF,71
Carlos Delfino,SF,69
Carmelo Anthony,SF,71
Caron Butler,SF,70
Channing Frye,SF,69
Charlie Bell,SF,65
Chauncey Billups,SF,71
Chris Andersen,SF,69
Chris Richard,SF,66
D.J. Augustin,SF,69
DJ Mbenga,SF,70
Dan Gadzuric,SF,69
Daniel Gibson,SF,69
Dante Cunningham,SF,70
DeJuan Blair,SF,70
DeShawn Stevenson,SF,61
Delonte West,SF,69
Derek Fisher,SF,69
Deron Williams,SF,72
Derrick Brown,SF,72
Derrick Rose,SF,71
Devin Brown,SF,70
Dirk Nowitzki,SF,71
Dorell Wright,SF,69
Dwayne Jones,SF,70
Dwight Howard,SF,71
Dwyane Wade,SF,73
Earl Clark,SF,70
Eduardo Najera,SF,67
Eric Maynor,SF,70
Erick Dampier,SF,67
Ersan Ilyasova,SF,70
Etan Thomas,SF,71
Flip Murray,SF,70
Garrett Temple,SF,71
George Hill,SF,69
Gerald Wallace,SF,70
Glen Davis,SF,69
Goran Dragic,SF,71
Grant Hill,SF,70
Hakim Warrick,SF,68
Ian Mahinmi,SF,69
J.J. Barea,SF,70
JJ Hickson,SF,70
JJ Redick,SF,70
JR Smith,SF,69
Jamaal Magloire,SF,67
Jamal Crawford,SF,70
Jamario Moon,SF,70
Jameer Nelson,SF,72
James Harden,SF,70
James Johnson,SF,65
James Jones,SF,68
Jannero Pargo,SF,70
Jared Dudley,SF,70
Jarron Collins,SF,67
Jason Collins,SF,70
Jason Kidd,SF,70
Jason Richardson,SF,70
Jason Terry,SF,69
Jason Williams,SF,69
Jawad Williams,SF,64
Jeff Ayres,SF,69
Jeff Green,SF,69
Jeff Teague,SF,68
Jermaine O'Neal,SF,68
Jerry Stackhouse,SF,69
Jerryd Bayless,SF,71
Joakim Noah,SF,70
Joe Johnson,SF,70
Joe Smith,SF,65
Joel Anthony,SF,69
Joey Graham,SF,70
Johan Petro,SF,69
John Salmons,SF,70
Jordan Farmar,SF,70
Josh Powell,SF,68
Josh Smith,SF,70
Juwan Howard,SF,69
Keith Bogans,SF,67
Kendrick Perkins,SF,69
Kenyon Martin,SF,69
Kevin Durant,SF,70
Kevin Garnett,SF,70
Kevin Ollie,SF,65
Kirk Hinrich,SF,69
Kobe Bryant,SF,72
Kosta Koufos,SF,68
Kurt Thomas,SF,69
Kyle Korver,SF,69
Kyle Weaver,SF,68
Kyrylo Fesenko,SF,69
LaMarcus Aldridge,SF,70
Lamar Odom,SF,70
Larry Hughes,SF,71
LeBron James,SF,73
Leandro Barbosa,SF,70
Leon Powe,SF,69
Lou Amundson,SF,69
Luc Mbah a Moute,SF,69
Luke Ridnour,SF,71
Luke Walton,SF,69
Luol Deng,SF,69
Malik Allen,SF,65
Manu Ginobili,SF,71
Marcin Gortat,SF,70
Marcus Camby,SF,69
Mario Chalmers,SF,70
Mario West,SF,70
Marquis Daniels,SF,70
Martell Webster,SF,69
Marvin Williams,SF,69
Matt Barnes,SF,69
Matt Bonner,SF,69
Matt Carroll,SF,78
Maurice Evans,SF,67
Mehmet Okur,SF,72
Metta World Peace,SF,69
Michael Beasley,SF,69
Michael Finley,SF,67
Mickael Pietrus,SF,69
Mike Bibby,SF,70
Mo Williams,SF,70
Nate Robinson,SF,71
Nazr Mohammed,SF,70
Nenad Krstic,SF,69
Nene,SF,70
Nick Collison,SF,68
Nicolas Batum,SF,69
Othyus Jeffers,SF,66
Patty Mills,SF,72
Pau Gasol,SF,71
Paul Millsap,SF,71
Paul Pierce,SF,70
Primoz Brezec,SF,68
Quentin Richardson,SF,69
Rajon Rondo,SF,72
Randolph Morris,SF,68
Rashard Lewis,SF,70
Rasheed Wallace,SF,69
Ray Allen,SF,70
Raymond Felton,SF,70
Richard Jefferson,SF,69
Robin Lopez,SF,69
Rodrigue Beaubois,SF,71
Roger Mason Jr.,SF,66
Ronnie Price,SF,69
Royal Ivey,SF,70
Rudy Fernandez,SF,70
Russell Westbrook,SF,72
Ryan Anderson,SF,69
Sasha Vujacic,SF,70
Serge Ibaka,SF,69
Shannon Brown,SF,69
Shaquille O'Neal,SF,70
Shawn Marion,SF,69
Shelden Williams,SF,69
Stephen Graham,SF,69
Stephen Jackson,SF,70
Steve Nash,SF,73
Sundiata Gaines,SF,72
Taj Gibson,SF,68
Thabo Sefolosha,SF,68
Theo Ratliff,SF,67
Tim Duncan,SF,70
Tony Allen,SF,69
Tony Parker,SF,71
Travis Diener,SF,68
Ty Lawson,SF,70
Tyrus Thomas,SF,71
Tyson Chandler,SF,69
Udonis Haslem,SF,68
Vince Carter,SF,70
Wesley Matthews,SF,69
Zaza Pachulia,SF,69
Zydrunas Ilgauskas,SF,68
AJ Price,SF,70
Aaron Gray,SF,69
Al Harrington,SF,70
Al Horford,SF,70
Amar'e Stoudemire,SF,70
Andre Iguodala,SF,71
Andre Miller,SF,72
Andres Nocioni,SF,65
Andrew Bynum,SF,70
Anthony Carter,SF,71
Antonio McDyess,SF,69
Armon Johnson,SF,71
Arron Afflalo,SF,69
Brandon Bass,SF,69
Brandon Roy,SF,70
Brandon Rush,SF,69
Brendan Haywood,SF,69
Brian Cardinal,SF,71
C.J. Watson,SF,72
Carl Landry,SF,69
Carlos Boozer,SF,70
Carmelo Anthony,SF,72
Chauncey Billups,SF,69
Chris Andersen,SF,70
Chris Bosh,SF,70
Chris Duhon,SF,71
Chris Johnson,SF,71
Chris Paul,SF,74
Corey Brewer,SF,69
DJ Mbenga,SF,70
Daequan Cook,SF,69
Dahntay Jones,SF,69
Damien Wilkins,SF,69
Danilo Gallinari,SF,70
Danny Granger,SF,71
Danny Green,SF,73
Darrell Arthur,SF,69
Darren Collison,SF,70
DeJuan Blair,SF,69
DeShawn Stevenson,SF,69
Delonte West,SF,70
Derek Fisher,SF,69
Derrick Rose,SF,72
Dirk Nowitzki,SF,71
Dwight Howard,SF,71
Dwyane Wade,SF,72
Earl Barron,SF,64
Earl Clark,SF,73
Eddie House,SF,68
Elton Brand,SF,69
Emeka Okafor,SF,69
Eric Maynor,SF,70
Etan Thomas,SF,65
Evan Turner,SF,69
Gary Forbes,SF,68
Gary Neal,SF,69
George Hill,SF,70
Gerald Wallace,SF,70
Gilbert Arenas,SF,71
Glen Davis,SF,68
Greivis Vasquez,SF,71
Hamed Haddadi,SF,68
Hedo Turkoglu,SF,69
Henry Walker,SF,68
Hilton Armstrong,SF,68
Ian Mahinmi,SF,69
Ish Smith,SF,72
J.J. Barea,SF,71
JJ Redick,SF,69
JR Smith,SF,70
Jamaal Magloire,SF,70
Jamal Crawford,SF,70
Jameer Nelson,SF,70
James Harden,SF,71
James Jones,SF,69
Jared Jeffries,SF,69
Jarrett Jack,SF,70
Jason Collins,SF,68
Jason Kidd,SF,71
Jason Richardson,SF,69
Jason Smith,SF,68
Jason Terry,SF,70
Jeff Foster,SF,69
Jeff Green,SF,69
Jeff Teague,SF,70
Jermaine O'Neal,SF,69
Joakim Noah,SF,69
Jodie Meeks,SF,69
Joe Johnson,SF,70
Joe Smith,SF,65
Joel Anthony,SF,68
Josh McRoberts,SF,69
Josh Powell,SF,68
Josh Smith,SF,70
Jrue Holiday,SF,71
Juwan Howard,SF,69
Keith Bogans,SF,69
Kendrick Perkins,SF,68
Kenyon Martin,SF,70
Kevin Durant,SF,71
Kevin Garnett,SF,70
Kirk Hinrich,SF,70
Kobe Bryant,SF,71
Kosta Koufos,SF,71
Kurt Thomas,SF,69
Kyle Korver,SF,69
LaMarcus Aldridge,SF,70
Lamar Odom,SF,70
Landry Fields,SF,67
LeBron James,SF,72
Leon Powe,SF,69
Lou Williams,SF,70
Luke Walton,SF,66
Luol Deng,SF,69
Malik Allen,SF,66
Manu Ginobili,SF,71
Marc Gasol,SF,70
Marco Belinelli,SF,68
Marcus Camby,SF,69
Mario Chalmers,SF,70
Marreese Speights,SF,68
Marvin Williams,SF,68
Matt Barnes,SF,69
Matt Bonner,SF,69
Metta World Peace,SF,69
Mike Bibby,SF,68
Mike Conley,SF,71
Mike Dunleavy,SF,69
Mike Miller,SF,69
Nate Robinson,SF,70
Nazr Mohammed,SF,68
Nenad Krstic,SF,69
Nene,SF,70
Nick Collison,SF,70
Nicolas Batum,SF,69
O.J. Mayo,SF,69
Omer Asik,SF,68
Pape Sy,SF,73
Patrick Ewing,SF,73
Patty Mills,SF,65
Pau Gasol,SF,70
Paul George,SF,68
Paul Pierce,SF,70
Peja Stojakovic,SF,69
Quentin Richardson,SF,69
Quincy Pondexter,SF,68
Rajon Rondo,SF,72
Rasual Butler,SF,73
Ray Allen,SF,70
Raymond Felton,SF,70
Richard Jefferson,SF,69
Roger Mason Jr.,SF,69
Ronnie Brewer,SF,69
Ronny Turiaf,SF,70
Roy Hibbert,SF,69
Royal Ivey,SF,76
Rudy Fernandez,SF,68
Russell Westbrook,SF,72
Ryan Anderson,SF,68
Sam Young,SF,68
Serge Ibaka,SF,69
Shane Battier,SF,68
Shannon Brown,SF,69
Shaquille O'Neal,SF,68
Shawn Marion,SF,70
Shawne Williams,SF,69
Spencer Hawes,SF,69
Steve Blake,SF,69
Steve Novak,SF,65
T.J. Ford,SF,73
Taj Gibson,SF,69
Thabo Sefolosha,SF,69
Thaddeus Young,SF,69
Theo Ratliff,SF,70
Tiago Splitter,SF,69
Tim Duncan,SF,70
Toney Douglas,SF,69
Tony Allen,SF,69
Tony Battie,SF,68
Tony Parker,SF,71
Trevor Ariza,SF,70
Trey Johnson,SF,69
Troy Murphy,SF,65
Ty Lawson,SF,71
Tyler Hansbrough,SF,68
Tyson Chandler,SF,69
Udonis Haslem,SF,68
Von Wafer,SF,66
Wesley Matthews,SF,69
Willie Green,SF,69
Wilson Chandler,SF,68
Zach Randolph,SF,70
Zaza Pachulia,SF,70
Zydrunas Ilgauskas,SF,69
AJ Price,SF,71
Al Harrington,SF,69
Al Horford,SF,71
Al Jefferson,SF,70
Alec Burks,SF,69
Amar'e Stoudemire,SF,70
Andre Iguodala,SF,70
Andre Miller,SF,71
Andrew Bynum,SF,70
Andrew Goudelock,SF,70
Arron Afflalo,SF,69
Avery Bradley,SF,68
Baron Davis,SF,71
Blake Ahearn,SF,72
Blake Griffin,SF,70
Bobby Simmons,SF,68
Boris Diaw,SF,70
Brandan Wright,SF,68
Brandon Bass,SF,69
Brendan Haywood,SF,68
Brian Cardinal,SF,70
C.J. Watson,SF,70
Carlos Boozer,SF,70
Carmelo Anthony,SF,71
Caron Butler,SF,69
Chris Bosh,SF,70
Chris Duhon,SF,68
Chris Paul,SF,72
Christian Eyenga,SF,70
Cole Aldrich,SF,69
Corey Brewer,SF,69
Daequan Cook,SF,68
Dahntay Jones,SF,68
Daniel Orton,SF,71
Danilo Gallinari,SF,69
Danny Granger,SF,70
Danny Green,SF,69
Dante Cunningham,SF,67
Darius Morris,SF,76
Darren Collison,SF,72
David West,SF,70
DeAndre Jordan,SF,68
DeJuan Blair,SF,70
DeMarre Carroll,SF,69
Delonte West,SF,70
Derek Fisher,SF,69
Derrick Favors,SF,69
Derrick Rose,SF,73
Devin Ebanks,SF,68
Devin Harris,SF,70
Dexter Pittman,SF,66
Dirk Nowitzki,SF,70
Dwyane Wade,SF,71
E'Twaun Moore,SF,70
Earl Clark,SF,69
Elton Brand,SF,69
Enes Freedom,SF,69
Eric Bledsoe,SF,71
Erick Dampier,SF,69
Evan Turner,SF,69
Gary Neal,SF,70
George Hill,SF,70
Gilbert Arenas,SF,67
Glen Davis,SF,69
Gordon Hayward,SF,69
Greg Stiemsma,SF,70
Hamed Haddadi,SF,71
Hedo Turkoglu,SF,69
Ian Mahinmi,SF,70
Iman Shumpert,SF,65
Ish Smith,SF,65
Ivan Johnson,SF,68
JJ Redick,SF,71
JR Smith,SF,69
JaVale McGee,SF,69
Jamaal Tinsley,SF,70
Jameer Nelson,SF,72
James Anderson,SF,69
James Harden,SF,71
James Jones,SF,68
Jannero Pargo,SF,72
Jared Jeffries,SF,66
Jason Collins,SF,68
Jason Kidd,SF,71
Jason Richardson,SF,69
Jason Terry,SF,70
Jeff Ayres,SF,67
Jeff Teague,SF,70
Jeremy Evans,SF,70
Jerome Jordan,SF,70
Jimmy Butler,SF,64
Joakim Noah,SF,71
Jodie Meeks,SF,69
Joe Johnson,SF,70
Joel Anthony,SF,69
John Lucas III,SF,70
Jordan Hamilton,SF,69
Jordan Hill,SF,69
Josh Harrellson,SF,69
Josh Howard,SF,69
Josh McRoberts,SF,68
Josh Selby,SF,64
Josh Smith,SF,71
Jrue Holiday,SF,71
Julyan Stone,SF,72
Justin Harper,SF,65
Juwan Howard,SF,67
Kawhi Leonard,SF,69
Kelenna Azubuike,SF,70
Kendrick Perkins,SF,68
Kenneth Faried,SF,69
Kenyon Martin,SF,69
Kevin Durant,SF,71
Kevin Garnett,SF,70
Keyon Dooling,SF,69
Kirk Hinrich,SF,69
Kobe Bryant,SF,71
Kosta Koufos,SF,68
Kyle Korver,SF,69
Lance Stephenson,SF,69
Landry Fields,SF,69
Lavoy Allen,SF,69
Lazar Hayward,SF,69
LeBron James,SF,72
Leandro Barbosa,SF,69
Lou Amundson,SF,69
Lou Williams,SF,70
Luol Deng,SF,69
Manu Ginobili,SF,71
Marc Gasol,SF,70
Mario Chalmers,SF,70
Marquis Daniels,SF,69
Marreese Speights,SF,70
Marvin Williams,SF,69
Matt Barnes,SF,68
Matt Bonner,SF,68
Metta World Peace,SF,69
Mickael Pietrus,SF,67
Mike Bibby,SF,70
Mike Conley,SF,71
Mike Miller,SF,69
Mo Williams,SF,69
Nazr Mohammed,SF,68
Nick Collison,SF,69
Nick Young,SF,69
Nikola Vucevic,SF,68
Norris Cole,SF,68
O.J. Mayo,SF,70
Omer Asik,SF,69
Patty Mills,SF,71
Pau Gasol,SF,70
Paul George,SF,69
Paul Millsap,SF,69
Paul Pierce,SF,70
Quentin Richardson,SF,68
Quincy Pondexter,SF,70
Rajon Rondo,SF,73
Ramon Sessions,SF,69
Randy Foye,SF,69
Ray Allen,SF,69
Reggie Evans,SF,69
Richard Hamilton,SF,70
Rodrigue Beaubois,SF,67
Ronnie Brewer,SF,68
Ronny Turiaf,SF,68
Roy Hibbert,SF,70
Royal Ivey,SF,70
Rudy Gay,SF,69
Russell Westbrook,SF,71
Ryan Anderson,SF,68
Ryan Hollins,SF,68
Sam Young,SF,65
Sasha Pavlovic,SF,68
Sean Williams,SF,65
Serge Ibaka,SF,69
Shane Battier,SF,68
Shawn Marion,SF,69
Spencer Hawes,SF,70
Stephen Jackson,SF,70
Steve Blake,SF,69
Steve Novak,SF,69
Taj Gibson,SF,69
Terrel Harris,SF,70
Thabo Sefolosha,SF,69
Thaddeus Young,SF,70
Tiago Splitter,SF,70
Tim Duncan,SF,71
Timofey Mozgov,SF,69
Toney Douglas,SF,72
Tony Allen,SF,68
Tony Parker,SF,72
Tracy McGrady,SF,69
Troy Murphy,SF,73
Ty Lawson,SF,71
Tyler Hansbrough,SF,69
Tyson Chandler,SF,69
Udonis Haslem,SF,69
Vince Carter,SF,68
Vladimir Radmanovic,SF,66
Von Wafer,SF,71
Willie Green,SF,69
Xavier Silas,SF,73
Yi Jianlian,SF,68
Zach Randolph,SF,69
Aaron Brooks,SF,71
Al Horford,SF,70
Amar'e Stoudemire,SF,69
Andray Blatche,SF,70
Andre Iguodala,SF,71
Andre Miller,SF,71
Andrew Bogut,SF,70
Andrew Goudelock,SF,69
Andris Biedrins,SF,66
Antawn Jamison,SF,69
Anthony Randolph,SF,71
Anthony Tolliver,SF,70
Aron Baynes,SF,69
Austin Daye,SF,68
Avery Bradley,SF,68
Ben Hansbrough,SF,67
Blake Griffin,SF,71
Boris Diaw,SF,69
Brandon Bass,SF,69
Brandon Jennings,SF,70
Brook Lopez,SF,70
C.J. Watson,SF,69
Carl Landry,SF,70
Carlos Boozer,SF,70
Carlos Delfino,SF,70
Carmelo Anthony,SF,70
Caron Butler,SF,69
Chandler Parsons,SF,70
Chauncey Billups,SF,69
Chris Andersen,SF,70
Chris Bosh,SF,69
Chris Copeland,SF,69
Chris Duhon,SF,69
Chris Paul,SF,72
Chris Wilcox,SF,65
Corey Brewer,SF,69
Cory Joseph,SF,70
Courtney Lee,SF,68
D.J. Augustin,SF,69
Daequan Cook,SF,68
Dahntay Jones,SF,67
Danny Green,SF,69
Darius Morris,SF,70
Darrell Arthur,SF,69
David Lee,SF,70
David West,SF,70
DeAndre Jordan,SF,68
DeAndre Liggins,SF,68
DeJuan Blair,SF,71
DeShawn Stevenson,SF,70
Derek Fisher,SF,69
Deron Williams,SF,72
Devin Harris,SF,69
Donatas Motiejunas,SF,71
Draymond Green,SF,70
Dwayne Jones,SF,64
Dwight Howard,SF,70
Dwyane Wade,SF,71
Earl Clark,SF,68
Ed Davis,SF,68
Ekpe Udoh,SF,68
Eric Bledsoe,SF,71
Ersan Ilyasova,SF,70
Evan Fournier,SF,69
Festus Ezeli,SF,68
Francisco Garcia,SF,69
Gary Neal,SF,69
George Hill,SF,70
